user_id,item_id,score
19,2180,1
19,2190,1
19,1419,1
19,2266,1
19,2271,1
19,2367,1
19,1446,1
19,2274,1
19,2308,1
19,2280,0
19,1426,1
19,1457,1
19,2354,1
19,25,1
19,944,1
19,2304,1
19,1474,1
19,2296,1
19,1396,1
19,2339,0
19,1248,1
19,22,1
19,2272,0
19,1392,0
19,2334,1
19,1455,1
19,2325,1
19,1424,1
19,2282,1
19,2182,1
19,2322,1
19,1397,0
19,392,1
19,29,1
19,2347,1
19,2268,1
19,2196,1
19,1410,1
19,2179,1
19,2313,0
19,2295,1
19,1447,1
19,355,0
19,2238,0
19,2230,1
19,68,1
19,2246,1
19,1383,1
19,2251,0
19,2225,1
19,1315,1
19,2234,1
19,1578,1
19,2226,1
19,2254,1
19,60,1
19,2243,1
19,1401,1
19,2266,1
19,30,1
19,2186,1
19,2272,0
19,2300,1
19,1414,0
19,1427,1
19,1496,0
19,2344,0
19,1421,0
19,1410,0
19,2311,0
19,2296,0
19,2343,0
19,2294,1
19,1392,0
19,2354,0
19,2298,0
19,2196,0
19,2306,0
19,1465,0
19,2314,0
19,2326,0
19,1394,0
19,25,1
19,2180,1
19,1471,1
19,1405,0
19,1397,0
19,1357,0
19,1446,0
19,2279,1
19,1424,1
19,2289,1
19,2280,0
19,2346,0
19,2317,1
19,1445,0
19,2324,0
19,1404,0
19,2270,1
19,2281,1
19,1412,0
19,2330,1
19,29,1
19,2269,1
19,28,1
19,2337,1
19,1490,1
19,1433,1
19,2219,1
19,4586,1
19,3900,1
19,1436,1
19,2223,1
19,2211,1
19,1437,1
19,2208,1
19,2214,1
19,2225,1
19,2222,1
19,2210,1
19,2215,1
19,2218,1
19,4587,0
19,2216,1
19,2221,0
19,2213,1
19,2224,1
19,1380,1
19,4588,0
19,1383,1
19,2212,1
19,2217,1
19,4589,1
19,1435,1
19,2220,1
19,3606,1
19,2213,1
19,2221,1
19,2212,1
19,1383,1
19,2225,0
19,2222,1
19,2220,1
19,2216,1
19,2223,1
19,2210,1
19,1436,1
19,2218,0
19,2211,1
19,1435,1
19,2219,1
19,2224,0
19,2214,0
19,2217,1
19,1433,0
19,1380,0
19,2213,1
19,1436,1
19,2215,1
19,2220,1
19,2212,1
19,2221,0
19,2211,1
19,2224,0
19,1383,1
19,1380,1
19,2217,1
19,1433,0
19,2219,1
19,1437,1
19,2216,0
19,2214,0
19,2265,1
19,2264,1
19,2267,1
19,2197,1
19,1385,1
19,2199,1
19,1422,1
19,2268,1
19,2269,1
19,2270,0
19,2266,0
20,625,1
20,626,1
20,712,0
20,661,0
20,1206,1
20,87,1
20,710,1
20,627,1
20,890,1
20,86,0
20,629,0
20,630,1
20,784,1
20,664,1
20,668,1
20,93,0
20,672,1
20,785,1
20,876,1
20,792,1
20,675,1
20,789,1
20,667,0
20,693,1
20,793,1
20,794,0
20,97,0
20,113,1
20,106,1
20,790,0
20,697,1
20,791,1
20,669,1
20,104,0
20,114,0
20,795,0
20,1229,0
20,796,0
20,742,0
20,1225,0
20,804,0
20,1222,0
20,1226,0
20,1219,0
20,1220,0
20,1228,0
20,1230,0
20,1232,0
20,101,0
20,1215,0
20,96,0
20,100,0
20,1218,0
20,1221,0
20,98,0
20,112,0
20,806,0
20,1227,0
20,1231,0
20,1233,0
20,736,0
20,1216,0
20,1217,0
20,822,0
20,92,0
20,823,0
20,725,0
20,735,0
20,1223,0
20,1224,0
20,805,0
20,820,0
20,718,0
20,904,0
20,1615,0
20,699,0
20,680,0
20,719,0
20,121,0
20,698,0
20,674,0
20,803,0
20,2159,0
20,2158,0
20,631,1
20,661,0
20,629,0
20,715,1
20,646,1
20,636,0
20,660,1
20,890,1
20,657,0
20,627,1
20,663,1
20,889,1
20,888,1
20,662,1
20,81,0
20,638,0
20,1746,1
20,625,0
20,651,1
20,658,1
20,2920,1
20,884,0
20,853,1
20,756,0
20,3585,0
20,764,1
20,861,1
20,707,0
20,132,1
20,708,1
20,674,1
20,93,1
20,816,1
20,18,0
20,730,0
20,904,1
20,694,1
20,695,1
20,779,1
20,811,1
20,815,0
20,96,1
20,664,1
20,696,0
20,790,1
20,805,1
20,683,1
20,798,1
20,824,0
20,803,1
20,1253,1
20,673,1
20,792,1
20,687,1
20,879,0
20,797,1
20,685,1
20,690,1
20,672,1
20,741,0
20,100,1
20,1615,1
20,778,0
20,7,0
20,697,1
20,671,1
20,1229,1
20,784,1
20,800,1
20,1679,1
20,689,1
20,788,1
20,667,0
20,680,1
20,2922,0
20,793,1
20,794,1
20,97,1
20,784,1
20,664,1
20,106,1
20,668,1
20,790,1
20,697,1
20,791,1
20,93,1
20,669,1
20,672,1
20,104,0
20,876,1
20,792,1
20,675,1
20,789,0
20,667,0
20,693,0
20,878,1
20,690,0
20,694,0
20,1214,1
20,692,1
20,874,0
20,689,1
20,786,1
20,787,0
20,788,1
20,805,0
20,1229,1
20,718,1
20,96,1
20,100,1
20,904,1
20,823,0
20,725,0
20,1615,1
20,698,1
20,699,0
20,680,1
20,674,1
20,803,1
20,719,1
20,121,1
20,677,0
20,901,1
20,812,0
20,815,1
20,730,0
20,813,1
20,814,0
20,743,0
20,1680,0
20,695,0
20,740,0
20,819,0
20,666,0
20,816,0
20,817,0
20,818,0
20,687,0
20,734,0
20,1919,0
20,727,0
20,877,0
20,1890,0
20,1247,0
20,881,0
20,897,0
20,879,0
20,679,0
20,2409,0
20,744,0
20,1889,0
20,821,0
20,1679,0
20,688,0
20,778,0
20,91,0
20,800,0
20,801,0
20,779,0
20,670,0
20,802,0
20,691,0
20,696,0
20,111,0
20,797,0
20,102,0
20,673,0
20,737,0
20,741,0
20,119,0
20,94,0
20,108,0
20,798,0
20,733,0
20,717,0
20,732,0
20,799,0
20,824,0
20,898,0
20,825,0
20,2926,0
20,826,0
20,827,0
20,2362,0
20,681,0
20,880,0
20,665,0
20,2161,0
20,686,0
20,105,0
20,2406,0
20,807,0
20,683,0
20,1616,0
20,107,0
20,2361,0
20,109,0
20,685,0
20,671,0
20,678,0
20,811,0
20,907,0
20,833,0
20,1253,0
20,684,0
20,1748,0
20,2010,0
20,835,0
20,837,0
20,845,0
20,848,0
20,849,0
20,875,0
20,682,0
20,676,0
20,2922,0
20,2011,0
20,661,0
20,625,1
20,712,0
20,626,0
20,1206,1
20,87,1
21,587,1
21,589,0
21,372,1
21,1370,1
21,373,1
21,376,0
21,371,1
21,378,1
21,1369,1
21,1605,1
21,582,0
21,584,1
21,581,1
21,367,1
21,364,1
21,1361,0
21,2430,0
21,2068,0
21,1525,0
21,1513,1
21,1528,0
21,1364,1
21,362,1
21,2061,1
21,366,1
21,578,1
21,579,1
21,383,1
21,2431,1
21,2426,1
21,397,1
21,1523,1
21,2432,1
21,1600,1
21,1345,1
21,390,1
21,1508,1
21,2417,1
21,2049,1
21,422,1
21,1348,1
21,410,1
21,1355,1
21,417,1
21,384,1
21,2418,1
21,2412,1
21,2433,1
21,2056,1
21,385,1
21,421,1
21,1347,1
21,1511,1
21,419,0
21,2064,1
21,1520,1
21,1341,1
21,1598,1
21,1343,1
21,418,1
21,2434,1
21,2057,1
21,1506,1
21,2415,1
21,2427,1
21,1505,1
21,2411,1
21,396,1
21,1521,1
21,2066,1
21,2435,1
21,1349,1
21,2436,0
21,2437,1
21,1359,1
21,2438,1
21,574,1
21,360,0
22,1578,1
22,1374,1
22,1574,1
22,2243,1
22,2221,1
22,70,1
22,2214,0
22,2255,1
22,2239,1
22,2207,1
22,1315,1
22,2365,1
22,1382,1
22,2231,0
22,67,1
22,2287,1
22,27,1
22,2279,1
22,1402,1
22,2285,1
22,2347,1
22,1416,0
22,2272,1
22,1385,1
22,2300,1
22,2183,1
22,1399,1
22,2199,1
22,2260,1
22,1392,1
22,2310,1
22,2314,1
22,2388,0
22,2344,1
22,2351,1
22,3336,1
22,2298,1
22,2336,1
22,1445,1
22,1470,1
22,1405,1
22,2348,1
22,1421,1
22,1357,1
22,1401,1
22,21,1
22,2321,1
22,1466,1
22,1390,0
22,1410,1
22,3906,0
22,1457,1
22,1419,1
22,2367,1
22,2263,0
22,1406,1
22,1408,1
22,1448,1
22,2271,1
22,29,1
22,1412,1
22,26,1
22,392,1
22,1411,1
22,2354,1
22,2249,1
22,1437,1
22,2218,1
22,2206,1
22,1377,1
22,2240,0
22,2398,1
22,68,0
22,1378,1
22,1315,1
22,4811,1
22,2234,0
22,1531,1
22,2254,0
22,61,0
22,1459,1
22,2375,0
22,1441,1
22,1404,1
22,26,1
22,2371,0
22,2289,1
22,29,1
22,1444,1
22,1388,1
22,2319,1
22,2311,0
22,1344,1
22,2395,1
22,1350,1
22,2301,1
22,2187,1
22,1386,0
22,4812,0
22,1460,1
22,2191,1
22,1453,1
22,1414,0
22,2298,0
23,4821,1
23,4822,1
23,1481,1
23,1489,1
23,1401,1
23,4823,1
23,2277,1
23,1479,1
24,35,0
24,34,1
24,42,1
24,39,0
24,37,1
24,40,0
24,69,1
24,58,1
24,54,0
24,60,1
24,57,1
24,68,0
24,64,1
24,66,1
24,61,0
24,70,0
24,56,1
24,59,1
24,67,1
24,50,1
24,51,1
24,48,0
24,45,1
24,49,1
24,52,1
24,46,0
24,47,1
24,22,1
24,30,0
24,13,1
24,18,1
24,7,0
24,2,1
24,32,1
24,26,1
24,1,0
24,11,0
24,21,1
24,9,1
24,10,0
24,28,0
24,17,0
25,625,1
25,626,1
25,1206,1
25,87,1
25,627,1
25,628,1
25,890,1
25,86,0
25,629,0
25,630,0
25,638,0
25,639,0
25,640,0
25,637,0
25,642,0
25,649,0
25,650,0
25,651,0
25,871,0
25,1207,0
25,54,0
25,61,0
25,66,0
25,67,0
25,68,0
25,1006,0
25,872,0
25,1015,0
25,1016,0
25,660,0
25,1007,0
25,1009,0
25,1010,0
25,1011,0
25,1012,0
25,1008,0
25,1013,0
25,1014,0
25,83,0
